event_id,minute,grade_from,grade_to,basis_weight,basis_weight_target,stock_flow,filler_flow,steam_pressure,machine_speed,ash_content,caliper,recipe_headroom
4,4,SC-60,LWC-58,61.726,58.0,422.18,16.79,3.179,1154.0,8.035,0.0707,0.63
4,5,SC-60,LWC-58,61.636,58.0,421.21,16.55,3.138,1149.0,8.035,0.0707,0.63
4,6,SC-60,LWC-58,58.893,58.0,422.19,17.54,3.196,1151.0,8.035,0.0707,0.63
4,7,SC-60,LWC-58,59.074,58.0,420.0,17.13,3.182,1157.6,8.035,0.0707,0.63
4,8,SC-60,LWC-58,58.08,58.0,420.68,16.86,3.174,1149.3,8.035,0.0707,0.63
4,9,SC-60,LWC-58,59.347,58.0,419.14,17.3,3.143,1156.1,8.035,0.0707,0.63
4,10,SC-60,LWC-58,59.981,58.0,425.26,17.13,3.161,1146.1,8.035,0.0707,0.63
4,11,SC-60,LWC-58,60.47,58.0,421.21,18.55,3.229,1154.2,8.035,0.0707,0.63
4,12,SC-60,LWC-58,59.104,58.0,419.59,18.19,3.217,1158.5,8.035,0.0707,0.63
4,13,SC-60,LWC-58,60.288,58.0,421.28,17.77,3.144,1138.8,8.035,0.0707,0.63
4,14,SC-60,LWC-58,57.619,58.0,420.51,18.55,3.199,1147.0,8.035,0.0707,0.63
4,15,SC-60,LWC-58,57.243,58.0,420.19,17.87,3.232,1153.8,8.035,0.0707,0.63
4,16,SC-60,LWC-58,58.552,58.0,421.77,17.42,3.112,1149.8,8.035,0.0707,0.63
4,17,SC-60,LWC-58,58.848,58.0,421.98,18.63,3.223,1152.5,8.035,0.0707,0.63
4,18,SC-60,LWC-58,58.427,58.0,419.34,18.16,3.163,1147.6,8.035,0.0707,0.63
4,19,SC-60,LWC-58,56.642,58.0,419.2,17.38,3.225,1151.0,8.035,0.0707,0.63
4,20,SC-60,LWC-58,58.269,58.0,419.75,17.82,3.159,1149.7,8.035,0.0707,0.63
4,21,SC-60,LWC-58,57.194,58.0,415.65,17.49,3.107,1156.2,8.035,0.0707,0.63
4,22,SC-60,LWC-58,58.83,58.0,417.19,17.24,3.116,1151.6,8.035,0.0707,0.63
4,23,SC-60,LWC-58,58.539,58.0,422.92,18.4,3.201,1152.0,8.035,0.0707,0.63
4,24,SC-60,LWC-58,57.401,58.0,423.45,18.9,3.211,1148.2,8.035,0.0707,0.63
5,0,NEWS-48,SC-60,47.871,60.0,353.92,13.34,2.587,1231.8,10.652,0.1018,2.115
5,1,NEWS-48,SC-60,49.422,60.0,363.67,13.61,2.613,1224.4,10.652,0.1018,2.115
5,2,NEWS-48,SC-60,51.128,60.0,376.37,14.12,2.8,1220.9,10.652,0.1018,2.115
5,3,NEWS-48,SC-60,51.938,60.0,381.21,14.38,2.821,1216.4,10.652,0.1018,2.115
5,4,NEWS-48,SC-60,53.423,60.0,385.88,14.0,2.944,1200.3,10.652,0.1018,2.115
5,5,NEWS-48,SC-60,53.719,60.0,393.64,14.18,2.85,1200.5,10.652,0.1018,2.115
5,6,NEWS-48,SC-60,54.029,60.0,399.29,16.04,2.938,1197.9,10.652,0.1018,2.115
5,7,NEWS-48,SC-60,55.691,60.0,399.97,15.41,3.055,1197.1,10.652,0.1018,2.115
5,8,NEWS-48,SC-60,55.713,60.0,403.63,15.56,3.024,1187.7,10.652,0.1018,2.115
5,9,NEWS-48,SC-60,56.007,60.0,406.56,15.63,3.086,1188.4,10.652,0.1018,2.115
5,10,NEWS-48,SC-60,56.935,60.0,412.37,16.22,3.121,1186.7,10.652,0.1018,2.115
5,11,NEWS-48,SC-60,57.25,60.0,414.82,17.23,3.152,1180.9,10.652,0.1018,2.115
5,12,NEWS-48,SC-60,57.911,60.0,417.78,16.35,3.13,1179.0,10.652,0.1018,2.115
5,13,NEWS-48,SC-60,58.23,60.0,418.89,15.89,3.189,1181.5,10.652,0.1018,2.115
5,14,NEWS-48,SC-60,58.251,60.0,415.24,16.21,3.158,1179.0,10.652,0.1018,2.115
5,15,NEWS-48,SC-60,58.184,60.0,420.5,16.9,3.244,1181.0,10.652,0.1018,2.115
5,16,NEWS-48,SC-60,58.733,60.0,419.07,16.15,3.216,1172.1,10.652,0.1018,2.115
5,17,NEWS-48,SC-60,58.87,60.0,421.26,16.93,3.24,1174.7,10.652,0.1018,2.115
5,18,NEWS-48,SC-60,59.141,60.0,423.59,15.4,3.369,1174.5,10.652,0.1018,2.115
5,19,NEWS-48,SC-60,58.84,60.0,425.76,16.49,3.193,1179.0,10.652,0.1018,2.115
5,20,NEWS-48,SC-60,59.097,60.0,423.04,16.97,3.324,1169.6,10.652,0.1018,2.115
5,21,NEWS-48,SC-60,59.47,60.0,420.82,17.33,3.128,1175.0,10.652,0.1018,2.115
5,22,NEWS-48,SC-60,59.778,60.0,426.39,16.32,3.162,1174.6,10.652,0.1018,2.115
5,23,NEWS-48,SC-60,59.77,60.0,431.81,16.01,3.208,1181.1,10.652,0.1018,2.115
5,24,NEWS-48,SC-60,59.571,60.0,426.55,16.66,3.215,1167.5,10.652,0.1018,2.115
6,0,NEWS-45,NEWS-48,45.473,48.5,339.77,10.54,2.626,1239.9,4.855,0.0766,0.619
6,1,NEWS-45,NEWS-48,46.943,48.5,352.14,11.44,2.667,1236.0,4.855,0.0766,0.619
6,2,NEWS-45,NEWS-48,46.215,48.5,355.36,11.64,2.685,1233.9,4.855,0.0766,0.619
6,3,NEWS-45,NEWS-48,48.478,48.5,356.98,12.08,2.725,1234.8,4.855,0.0766,0.619
6,4,NEWS-45,NEWS-48,47.805,48.5,358.62,13.26,2.705,1230.1,4.855,0.0766,0.619
6,5,NEWS-45,NEWS-48,47.698,48.5,359.94,12.36,2.631,1237.9,4.855,0.0766,0.619
6,6,NEWS-45,NEWS-48,49.157,48.5,358.52,14.21,2.718,1226.6,4.855,0.0766,0.619
6,7,NEWS-45,NEWS-48,47.742,48.5,358.23,13.18,2.73,1229.8,4.855,0.0766,0.619
6,8,NEWS-45,NEWS-48,47.195,48.5,360.28,13.05,2.728,1228.3,4.855,0.0766,0.619
6,9,NEWS-45,NEWS-48,47.104,48.5,357.98,12.54,2.754,1237.6,4.855,0.0766,0.619
6,10,NEWS-45,NEWS-48,48.97,48.5,360.78,13.33,2.742,1231.2,4.855,0.0766,0.619
6,11,NEWS-45,NEWS-48,47.378,48.5,356.58,12.7,2.723,1235.3,4.855,0.0766,0.619
6,12,NEWS-45,NEWS-48,49.975,48.5,362.05,13.05,2.696,1222.7,4.855,0.0766,0.619
6,13,NEWS-45,NEWS-48,46.712,48.5,360.94,14.28,2.617,1231.4,4.855,0.0766,0.619
6,14,NEWS-45,NEWS-48,49.937,48.5,360.51,12.95,2.721,1234.5,4.855,0.0766,0.619
6,15,NEWS-45,NEWS-48,48.674,48.5,361.96,13.57,2.71,1230.4,4.855,0.0766,0.619
6,16,NEWS-45,NEWS-48,48.414,48.5,363.33,12.65,2.714,1235.3,4.855,0.0766,0.619
6,17,NEWS-45,NEWS-48,48.033,48.5,362.03,12.98,2.636,1227.4,4.855,0.0766,0.619
6,18,NEWS-45,NEWS-48,48.838,48.5,356.32,13.89,2.646,1237.1,4.855,0.0766,0.619
6,19,NEWS-45,NEWS-48,48.467,48.5,357.44,12.69,2.753,1241.5,4.855,0.0766,0.619
6,20,NEWS-45,NEWS-48,49.44,48.5,358.75,13.91,2.698,1228.2,4.855,0.0766,0.619
6,21,NEWS-45,NEWS-48,48.597,48.5,360.05,13.35,2.734,1227.8,4.855,0.0766,0.619
6,22,NEWS-45,NEWS-48,48.628,48.5,361.04,12.72,2.701,1237.3,4.855,0.0766,0.619
6,23,NEWS-45,NEWS-48,48.19,48.5,358.55,13.32,2.701,1237.9,4.855,0.0766,0.619
6,24,NEWS-45,NEWS-48,48.451,48.5,360.37,13.49,2.747,1227.4,4.855,0.0766,0.619
7,0,NEWS-48,LWC-58,46.856,58.0,359.07,13.62,2.863,1232.3,6.963,0.0787,0.689
7,1,NEWS-48,LWC-58,48.179,58.0,371.5,14.88,2.903,1217.4,6.963,0.0787,0.689
7,2,NEWS-48,LWC-58,50.547,58.0,379.65,15.38,3.008,1205.9,6.963,0.0787,0.689
7,3,NEWS-48,LWC-58,52.048,58.0,390.65,15.96,3.03,1188.3,6.963,0.0787,0.689
7,4,NEWS-48,LWC-58,54.583,58.0,396.5,16.59,3.124,1175.8,6.963,0.0787,0.689
7,5,NEWS-48,LWC-58,54.74,58.0,403.69,16.85,3.02,1174.6,6.963,0.0787,0.689
7,6,NEWS-48,LWC-58,54.867,58.0,407.67,17.32,3.124,1173.3,6.963,0.0787,0.689
7,7,NEWS-48,LWC-58,57.979,58.0,411.87,17.63,3.153,1159.9,6.963,0.0787,0.689
7,8,NEWS-48,LWC-58,55.942,58.0,410.4,18.07,3.138,1171.1,6.963,0.0787,0.689
7,9,NEWS-48,LWC-58,57.776,58.0,414.14,17.13,3.138,1164.7,6.963,0.0787,0.689
7,10,NEWS-48,LWC-58,58.405,58.0,411.85,17.81,3.149,1157.2,6.963,0.0787,0.689
7,11,NEWS-48,LWC-58,55.975,58.0,413.91,17.47,3.183,1153.0,6.963,0.0787,0.689
7,12,NEWS-48,LWC-58,57.487,58.0,419.03,17.31,3.089,1151.9,6.963,0.0787,0.689
7,13,NEWS-48,LWC-58,57.123,58.0,415.99,17.44,3.232,1154.5,6.963,0.0787,0.689
7,14,NEWS-48,LWC-58,57.153,58.0,416.7,18.08,3.163,1152.2,6.963,0.0787,0.689
7,15,NEWS-48,LWC-58,58.18,58.0,418.74,18.08,3.196,1157.4,6.963,0.0787,0.689
7,16,NEWS-48,LWC-58,57.269,58.0,420.44,18.09,3.21,1150.4,6.963,0.0787,0.689
7,17,NEWS-48,LWC-58,57.42,58.0,417.15,17.8,3.167,1154.2,6.963,0.0787,0.689
7,18,NEWS-48,LWC-58,57.727,58.0,412.48,17.94,3.188,1151.2,6.963,0.0787,0.689
7,19,NEWS-48,LWC-58,57.587,58.0,417.83,18.36,3.094,1152.4,6.963,0.0787,0.689
7,20,NEWS-48,LWC-58,56.95,58.0,422.08,17.21,3.233,1149.7,6.963,0.0787,0.689
7,21,NEWS-48,LWC-58,58.591,58.0,420.43,17.98,3.252,1154.2,6.963,0.0787,0.689
7,22,NEWS-48,LWC-58,58.813,58.0,422.45,18.02,3.113,1154.2,6.963,0.0787,0.689
7,23,NEWS-48,LWC-58,58.243,58.0,417.59,18.36,3.178,1152.7,6.963,0.0787,0.689
7,24,NEWS-48,LWC-58,57.658,58.0,416.61,17.31,3.137,1153.4,6.963,0.0787,0.689
8,0,SC-52,NEWS-45,53.331,45.0,381.17,14.73,2.915,1200.7,8.815,0.0694,1.063
8,1,SC-52,NEWS-45,51.345,45.0,373.84,14.43,2.768,1217.8,8.815,0.0694,1.063
8,2,SC-52,NEWS-45,52.106,45.0,367.74,13.59,2.89,1215.3,8.815,0.0694,1.063
8,3,SC-52,NEWS-45,50.075,45.0,364.57,13.61,2.857,1214.3,8.815,0.0694,1.063
8,4,SC-52,NEWS-45,48.453,45.0,364.83,14.47,2.733,1223.7,8.815,0.0694,1.063
8,5,SC-52,NEWS-45,48.913,45.0,359.22,14.07,2.764,1236.5,8.815,0.0694,1.063
8,6,SC-52,NEWS-45,47.855,45.0,354.02,13.26,2.75,1236.1,8.815,0.0694,1.063
8,7,SC-52,NEWS-45,48.438,45.0,353.95,12.92,2.723,1232.5,8.815,0.0694,1.063
8,8,SC-52,NEWS-45,47.046,45.0,353.62,12.84,2.668,1234.6,8.815,0.0694,1.063
8,9,SC-52,NEWS-45,46.852,45.0,350.99,12.98,2.65,1236.6,8.815,0.0694,1.063
8,10,SC-52,NEWS-45,45.59,45.0,347.84,12.07,2.672,1250.1,8.815,0.0694,1.063
8,11,SC-52,NEWS-45,46.31,45.0,345.23,12.37,2.723,1243.0,8.815,0.0694,1.063
8,12,SC-52,NEWS-45,44.763,45.0,346.91,11.6,2.683,1244.4,8.815,0.0694,1.063
8,13,SC-52,NEWS-45,45.143,45.0,345.45,12.57,2.63,1248.5,8.815,0.0694,1.063
8,14,SC-52,NEWS-45,46.562,45.0,345.73,12.64,2.681,1245.4,8.815,0.0694,1.063
8,15,SC-52,NEWS-45,46.439,45.0,344.6,12.04,2.495,1243.7,8.815,0.0694,1.063
8,16,SC-52,NEWS-45,46.074,45.0,344.91,13.03,2.69,1244.7,8.815,0.0694,1.063
8,17,SC-52,NEWS-45,45.029,45.0,341.3,11.59,2.541,1245.9,8.815,0.0694,1.063
8,18,SC-52,NEWS-45,45.558,45.0,344.64,11.45,2.607,1246.5,8.815,0.0694,1.063
8,19,SC-52,NEWS-45,45.509,45.0,342.09,12.27,2.566,1250.8,8.815,0.0694,1.063
8,20,SC-52,NEWS-45,44.661,45.0,345.58,12.66,2.554,1247.8,8.815,0.0694,1.063
8,21,SC-52,NEWS-45,46.398,45.0,339.83,12.96,2.675,1251.5,8.815,0.0694,1.063
8,22,SC-52,NEWS-45,45.924,45.0,344.49,11.87,2.591,1247.8,8.815,0.0694,1.063
8,23,SC-52,NEWS-45,45.139,45.0,341.26,12.62,2.63,1248.8,8.815,0.0694,1.063
8,24,SC-52,NEWS-45,45.267,45.0,339.43,12.05,2.609,1238.6,8.815,0.0694,1.063
9,0,NEWS-48,SC-60,48.81,60.0,368.72,14.19,2.821,1237.8,8.547,0.1012,2.7
9,1,NEWS-48,SC-60,49.868,60.0,379.0,14.93,2.827,1236.5,8.547,0.1012,2.7
9,2,NEWS-48,SC-60,51.518,60.0,384.3,15.78,2.948,1222.1,8.547,0.1012,2.7
9,3,NEWS-48,SC-60,52.221,60.0,389.99,15.26,2.989,1227.2,8.547,0.1012,2.7
9,4,NEWS-48,SC-60,53.659,60.0,391.23,15.7,2.985,1208.1,8.547,0.1012,2.7
9,5,NEWS-48,SC-60,54.388,60.0,397.36,15.33,3.094,1208.3,8.547,0.1012,2.7
9,6,NEWS-48,SC-60,54.842,60.0,405.34,15.3,3.187,1198.6,8.547,0.1012,2.7
9,7,NEWS-48,SC-60,55.997,60.0,407.88,16.93,3.131,1209.6,8.547,0.1012,2.7
9,8,NEWS-48,SC-60,56.181,60.0,411.22,15.42,3.15,1188.8,8.547,0.1012,2.7
9,9,NEWS-48,SC-60,56.879,60.0,413.69,17.59,3.115,1194.6,8.547,0.1012,2.7
9,10,NEWS-48,SC-60,56.862,60.0,417.29,16.88,3.248,1185.6,8.547,0.1012,2.7
9,11,NEWS-48,SC-60,57.495,60.0,416.19,16.93,3.19,1185.1,8.547,0.1012,2.7
9,12,NEWS-48,SC-60,58.426,60.0,418.69,16.94,3.177,1187.1,8.547,0.1012,2.7
9,13,NEWS-48,SC-60,58.394,60.0,417.9,16.58,3.221,1189.1,8.547,0.1012,2.7
9,14,NEWS-48,SC-60,58.441,60.0,418.71,16.94,3.252,1189.5,8.547,0.1012,2.7
9,15,NEWS-48,SC-60,58.426,60.0,419.12,16.69,3.244,1172.3,8.547,0.1012,2.7
9,16,NEWS-48,SC-60,58.766,60.0,421.63,17.09,3.305,1180.1,8.547,0.1012,2.7
9,17,NEWS-48,SC-60,58.966,60.0,427.37,16.83,3.27,1185.0,8.547,0.1012,2.7
9,18,NEWS-48,SC-60,59.182,60.0,421.9,16.39,3.243,1168.3,8.547,0.1012,2.7
9,19,NEWS-48,SC-60,58.847,60.0,425.05,16.45,3.283,1177.5,8.547,0.1012,2.7
9,20,NEWS-48,SC-60,59.477,60.0,423.64,16.41,3.292,1175.2,8.547,0.1012,2.7
9,21,NEWS-48,SC-60,59.042,60.0,425.52,17.4,3.206,1176.6,8.547,0.1012,2.7
9,22,NEWS-48,SC-60,59.94,60.0,427.49,16.62,3.332,1170.1,8.547,0.1012,2.7
9,23,NEWS-48,SC-60,59.289,60.0,426.12,15.99,3.263,1166.3,8.547,0.1012,2.7
9,24,NEWS-48,SC-60,59.671,60.0,430.02,17.15,3.267,1163.5,8.547,0.1012,2.7
10,0,FINE-80,LWC-58,83.236,58.0,517.64,24.79,4.002,1032.9,4.794,0.0669,4.524
10,1,FINE-80,LWC-58,76.767,58.0,495.59,23.71,3.852,1060.5,4.794,0.0669,4.524
10,2,FINE-80,LWC-58,72.193,58.0,476.13,21.88,3.692,1080.7,4.794,0.0669,4.524
10,3,FINE-80,LWC-58,68.901,58.0,461.02,21.23,3.482,1109.2,4.794,0.0669,4.524
10,4,FINE-80,LWC-58,66.125,58.0,447.18,20.53,3.45,1122.5,4.794,0.0669,4.524
10,5,FINE-80,LWC-58,64.51,58.0,441.03,19.49,3.424,1124.5,4.794,0.0669,4.524
10,6,FINE-80,LWC-58,62.744,58.0,438.41,19.89,3.32,1120.8,4.794,0.0669,4.524
10,7,FINE-80,LWC-58,61.878,58.0,432.07,18.99,3.37,1135.5,4.794,0.0669,4.524
10,8,FINE-80,LWC-58,60.448,58.0,433.34,18.45,3.386,1143.5,4.794,0.0669,4.524
10,9,FINE-80,LWC-58,60.33,58.0,427.2,18.9,3.346,1136.5,4.794,0.0669,4.524
10,10,FINE-80,LWC-58,59.957,58.0,425.12,18.04,3.256,1146.5,4.794,0.0669,4.524
10,11,FINE-80,LWC-58,58.709,58.0,422.87,18.39,3.326,1146.8,4.794,0.0669,4.524
10,12,FINE-80,LWC-58,59.112,58.0,422.84,18.28,3.248,1150.6,4.794,0.0669,4.524
10,13,FINE-80,LWC-58,59.134,58.0,421.6,18.76,3.215,1148.9,4.794,0.0669,4.524
10,14,FINE-80,LWC-58,58.223,58.0,422.82,18.41,3.194,1143.9,4.794,0.0669,4.524
10,15,FINE-80,LWC-58,58.95,58.0,422.95,18.12,3.204,1155.1,4.794,0.0669,4.524
10,16,FINE-80,LWC-58,58.469,58.0,419.19,18.51,3.195,1148.6,4.794,0.0669,4.524
10,17,FINE-80,LWC-58,58.051,58.0,417.9,18.77,3.22,1149.4,4.794,0.0669,4.524
10,18,FINE-80,LWC-58,58.184,58.0,416.74,18.34,3.217,1145.0,4.794,0.0669,4.524
10,19,FINE-80,LWC-58,58.321,58.0,421.32,18.05,3.207,1147.6,4.794,0.0669,4.524
10,20,FINE-80,LWC-58,58.141,58.0,418.02,17.38,3.227,1145.4,4.794,0.0669,4.524
10,21,FINE-80,LWC-58,58.252,58.0,415.86,17.49,3.264,1149.0,4.794,0.0669,4.524
10,22,FINE-80,LWC-58,57.793,58.0,420.9,17.87,3.251,1158.5,4.794,0.0669,4.524
10,23,FINE-80,LWC-58,58.104,58.0,425.08,17.71,3.128,1143.1,4.794,0.0669,4.524
10,24,FINE-80,LWC-58,57.616,58.0,420.05,17.92,3.074,1141.9,4.794,0.0669,4.524
11,0,NEWS-48,LWC-65,48.396,65.0,356.95,11.13,2.864,1209.3,11.869,0.0852,3.597
11,1,NEWS-48,LWC-65,49.766,65.0,367.16,11.8,2.886,1198.3,11.869,0.0852,3.597
11,2,NEWS-48,LWC-65,51.816,65.0,377.77,12.76,2.811,1182.2,11.869,0.0852,3.597
11,3,NEWS-48,LWC-65,53.41,65.0,390.59,13.82,2.975,1187.1,11.869,0.0852,3.597
11,4,NEWS-48,LWC-65,55.04,65.0,398.41,14.33,3.12,1178.3,11.869,0.0852,3.597
11,5,NEWS-48,LWC-65,56.361,65.0,407.21,14.36,3.112,1161.4,11.869,0.0852,3.597
